profile_id_dummy,education_institute,degree_list
116,University of Washington - Michael G. Foster School of Business,"['Master of Business Administration - MBA, Business Administration and Management, General', '2015 - 2017']"
116,Virginia Tech,"['Bachelor of Science (B.S.), Industrial & Systems Engineering + Business Minor', '1998 - 2001']"
