profile_id_dummy,education_institute,degree_list
86,MIT Sloan School of Management,"['Computer Science and Artificial Intelligence Laboratory and Leading Sustainable Systems', '2016 - 2019']"
86,GE Crotonville,"['BMC , International Business', '2014 - 2014']"
86,Harvard Business School Executive Education,"['Executive Program, Entrepreneurship/Entrepreneurial Studies', '2002 - 2003']"
