profile_id_dummy,education_institute,degree_list
31,DePaul University College of Law,"['JD, Certificate in Intellectual Property Law', '2003 - 2006']"
31,DePaul University,"['MS, Computer Science (Data Analytics, Algorithms, Bioinformatics)', '2004 - 2006']"
31,The Ohio State University,"['BA, Psychology, Political Science', '1999 - 2003']"
