profile_id_dummy,education_institute,degree_list
109,Harvard Law School,"['Program on Negotiation and Leadership, Negotiation, Mediation and Leadership', '2010 - 2010']"
109,University of Southern California,"['Business Administration, Entreprenuer Program and Information Systems', '1996']"
