profile_id_dummy,education_institute,degree_list
1,University of Arkansas,"['Doctor of Philosophy - PhD, Industrial Engineering', '2016 - 2021']"
1,London Business School,"['MBA, Business Administration / Analytics', '1997 - 1999']"
1,The University of Manchester,"['BSc, Mathematics and Management Science', '1987 - 1990']"
