profile_id_dummy,education_institute,degree_list
43,Centre for Development of Advanced Computing (C-DAC),"['Postgraduate Degree, Computer Science; Computer Science', '2005 - 2005']"
43,Dr. A.P.J. Abdul Kalam Technical University,"['Bachelor of Technology (BTech)', '2000 - 2004']"
