profile_id_dummy,education_institute,degree_list
73,Columbia Engineering,"['M.S., Computer Science', '2006 - 2007']"
73,Savitribai Phule Pune University,"['B.E., Computer Engineering', '1999 - 2003']"
73,Sardar Patel Vidyalaya,['1993 - 1999']
