profile_id_dummy,education_institute,degree_list
100,Duke University - The Fuqua School of Business,"['MBA, Business Administration and Management, General', 'Aug 1999 - May 2001']"
100,Massachusetts Institute of Technology,"['Bachelor of Science (B.S.), Mathematics and Computer Science', '1991 - 1995']"
