profile_id_dummy,education_institute,degree_list
101,National University of Sciences and Technology (NUST),"['MS, Software Engineering', '1997 - 1999']"
101,Landmark,"['Landmark Forum, Self-Awareness and Personal Assessment', '2017 - 2017']"
101,Goodman School of Business at Brock University,"['Executive Leadership Certificate, Coaching and Employee Involvement Strategies', '2009 - 2009']"
