profile_id_dummy,education_institute,degree_list
47,Harvard University,"[""Bachelor's degree, Political Science and Government"", '2010 - 2015']"
47,Georgetown University,"[""Master's degree, Security Studies - Technology & Security"", '2018 - 2020']"
47,NATO SCHOOL OBERAMMERGAU,"['Certification, CBRN Defense Orientation Course, International Law of Cyber Operations Seminar', '2013 - 2013']"
