profile_id_dummy,education_institute,degree_list
25,UC Santa Barbara,"['Master’s Degree, Electrical and Electronics Engineering', '2015 - 2017']"
25,KU Leuven,"['Bachelor’s Degree, Electrical and Electronics Engineering', '2012 - 2015']"
