profile_id_dummy,company,positions,durations
23,NDC Technologies,"['Chief Technology Officer', 'Vice President Of Engineering']","['2016 - Present · 6 yrs 11 mos', '2003 - 2016 · 13 yrs']"
23,I.N. INC,['Vice President Of Engineering'],"['1997 - 2003 · 6 yrs', 'Los Alamitos, CA']"
