profile_id_dummy,education_institute,degree_list
158,Harvard Business School,"['Master of Business Administration (MBA), Business Administration and Management, General', '2014 - 2016']"
158,Texas McCombs School of Business,"['BBA, Management Information Systems, BHP', '2008 - 2012']"
