profile_id_dummy,education_institute,degree_list
36,Massachusetts Institute of Technology,"['Data Science and Big Data Analytics', '2018 - 2018']"
36,The Johns Hopkins University,"['Executive, Executive Data Science & Data Science Specialization', '2016 - 2017']"
36,Emory University - Goizueta Business School,"['Executive Education, Business', '2011 - 2011']"
