profile_id_dummy,education_institute,degree_list
2,Walsh College,"['Master of Business Administration - MBA, Technology and Data Science', 'Apr 2021 - Aug 2022']"
2,Liverpool John Moores University,"[""Online Master's degree, Machine Learning and Artificial Intelligence"", 'Jan 2020 - Mar 2022']"
2,BMS Institute of Technology and Management,"['Bachelor of Technology (B.Tech.), Computer Science', '2012 - 2016']"
