profile_id_dummy,company,positions,durations
140,Boston Consulting Group (BCG),"['Principal', 'Project Leader', 'Consultant']","['May 2021 - Present · 1 yr 7 mos', 'Apr 2019 - Apr 2021 · 2 yrs 1 mo', 'New York, New York', 'Aug 2017 - Apr 2019 · 1 yr 9 mos', 'New York, New York']"
140,Mu Sigma Inc.,"['Engagement Manager', 'Associate']","['Aug 2011 - Aug 2014 · 3 yrs 1 mo', 'Greater Chicago Area', 'Oct 2009 - Jul 2011 · 1 yr 10 mos', 'Chicago- IL']"
