profile_id_dummy,education_institute,degree_list
80,Massachusetts Institute of Technology,"['Postdoctoral Research Fellow, Organic Chemistry', '1999 - 2000']"
80,RWTH Aachen University,"['PhD, Chemistry', '1997 - 1999']"
80,University of Cologne,"['Diploma, Chemistry', '1991 - 1996']"
