profile_id_dummy,education_institute,degree_list
67,Weatherhead School of Management at Case Western Reserve University,"['MEM', '2004 - 2005']"
67,Case Western Reserve University,"['Bachelors of Systems and Control Engineering', '2005']"
67,McKinsey & Company,"['Mini MBA', 'Aug 2007']"
