profile_id_dummy,company,positions,durations
73,McKinsey & Company,['Senior Partner'],"['2004 - Present · 18 yrs 11 mos', 'Greater New York City Area']"
73,Ford Motor Company (Ford Otosan),['Marketing Director'],"['1994 - 2002 · 8 yrs', 'Turkey']"
