profile_id_dummy,education_institute,degree_list
157,UCLA Anderson School of Management,"['Master of Business Administration (M.B.A.)', '2016 - 2018']"
157,University of North Carolina at Chapel Hill,"['Bachelor of Science (B.S.), Business Administration (Finance)', '2007 - 2011']"
