profile_id_dummy,education_institute,degree_list
121,University of South Florida,"[""Master's Degree, Management Information Systems"", '2014 - 2015']"
121,Rajiv Gandhi Technical University,"['Bachelor of Engineering (B.Eng.), Computer Science', '2005 - 2009']"
