profile_id_dummy,education_institute,degree_list
48,Northwestern University - Kellogg School of Management,"['Master of Business Administration (MBA)', '2013 - 2015']"
48,"Indian Institute of Technology, Kanpur","['BTech, Mechanical Engineering', '2003 - 2007']"
48,Bansals,[]
