profile_id_dummy,education_institute,degree_list
125,Indian Institute of Management Ahmedabad,"['MBA, Management', '2011 - 2013']"
125,"Indian Institute of Technology, Delhi","['B.Tech, Mechanical Engineering', '2004 - 2008']"
125,Ramjas,['1999 - 2004']
