profile_id_dummy,education_institute,degree_list
88,University of Southern California,"['Master’s Degree, Computer Engineering', '2011 - 2012']"
88,Politecnico di Torino,"['Master of Science (M.Sc.), Telecommunications Engineering', '2009 - 2012']"
88,Universitat Politècnica de Catalunya,"['Master of Science (M.Sc.), Telecommunications Engineering', '2009 - 2012']"
