profile_id_dummy,education_institute,degree_list
31,University of Connecticut School of Business,"['Master of Science - MS, Business Analytics and Project Management', 'Jan 2021 - May 2022']"
31,Maharashtra Institute of Technology,"['Bachelor of Engineering - BE, Mechanical Engineering', '2017']"
