profile_id_dummy,education_institute,degree_list
76,Stanford University,"['Graduate certificate, Data Mining and Applications, Management Science and Engineering', '2012 - 2013']"
76,University of Illinois Chicago,"['Master of Science - MS, Computer Science', '1998 - 2000']"
76,Maharaja Sayajirao University,"['BE, Electronics and Communications', '1993 - 1997']"
