profile_id_dummy,education_institute,degree_list
21,University of Pennsylvania,"['Master of Liberal Arts, Organizational Behavior Studies', '2018 - 2020']"
21,American University,"['Bachelor of Arts (B.A.), Psychology', '2017']"
