profile_id_dummy,education_institute,degree_list
39,"Indian Institute of Management, Lucknow","['Master of Business Administration - MBA', '2017 - 2019']"
39,Delhi Technological University (Formerly DCE),"['Bachelor of Technology (B.Tech.), Electrical and Electronics Engineering', '2012 - 2016']"
