profile_id_dummy,education_institute,degree_list
152,University of Michigan,"['Doctor of Philosophy (PhD), Mechanical Engineering']"
152,University of Michigan,"['Master of Science (M.Sc.), Mechanical Engineering']"
152,University of Michigan,"['Master of Science (M.Sc.), Electrical and Computer Engineering']"
