profile_id_dummy,education_institute,degree_list
12,University of Minnesota - Carlson School of Management,"['Master of Science - MS, Business Analytics', 'Jun 2022']"
12,Netaji Subhas Institute of Technology,"['Bachelor’s Degree, Electronics and Communications Engineering', '2013 - 2017']"
12,Delhi Public School  Mathura Road,"['High School, Science', '2002 - 2013']"
