profile_id_dummy,education_institute,degree_list
137,Indian Institute of Management Ahmedabad,"['Master of Business Administration (MBA)', '2013 - 2015']"
137,University of Cologne,"['Exchange Semester, Business Administration and Management', '2014 - 2014']"
137,"Indian Institute of Technology, Roorkee","['Integrated Dual Degree (B.Tech + M.Tech), Computer Science', '2007 - 2012']"
