profile_id_dummy,education_institute,degree_list
47,Harvard University,"['HPAIR Fellow - Entrepreneurship, Entrepreneurship/Entrepreneurial Studies', '2013 - 2013']"
47,SVKM's Narsee Monjee Institute of Management Studies (NMIMS),"['Master of Business Administration (MBA), Finance']"
47,SVKM's Narsee Monjee Institute of Management Studies (NMIMS),"['Bachelor of Technology (B.Tech.), Computers']"
