profile_id_dummy,education_institute,degree_list
30,Purdue University,"[""Master's degree, Engineering Management"", '2021 - 2022']"
30,"KJ Somaiya College of Engineering, Vidyavihar","['Bachelor of Engineering, Electronics and Communications Engineering', '2013 - 2017']"
