profile_id_dummy,education_institute,degree_list
38,Indian Institute of Management Udaipur,"['Master of Business Administration - MBA, Business Administration and Management, General', '2019 - 2021']"
38,National Institute of Technology Warangal,"['Engineer’s Degree, Civil Engineering', '2012 - 2016']"
38,Berlin British School,"['High School', '2008 - 2012']"
