profile_id_dummy,education_institute,degree_list
132,"Indian Institute of Technology, Bombay","['Bachelor of Technology (B.Tech.), Electrical Engineering', '2004 - 2008']"
132,XLRI Jamshedpur,"['MBA, Finance', '2010 - 2012']"
132,"Birla High School, kolkata",[]
