profile_id_dummy,education_institute,degree_list
6,Jamnalal Bajaj Institute of Management Studies (JBIMS),"['Masters in Management Studies, Business Administration and Management, General', 'Jan 2021 - Apr 2022']"
6,Vellore Institute of Technology,"[""Bachelor's degree, Electronics and Communication Engineering"", '2013 - 2017']"
