profile_id_dummy,education_institute,degree_list
138,MIT Sloan School of Management,"['Master of Business Administration - MBA, Business Administration and Management, General', '2016 - 2018']"
138,Massachusetts Institute of Technology,"['Bachelor of Science - BS, Mathematics', '2008 - 2012']"
