profile_id_dummy,education_institute,degree_list
101,"Indian Institute of Technology, Roorkee","['Bachelor of Technology (B.Tech.), Chemical Engineering', '2003 - 2007']"
101,Oklahoma State University,"['Masters Degree, Business Analytics and Data Sciences']"
