profile_id_dummy,company,positions,durations
89,Microland Limited,"['Director - Principal Data Scientist', 'Associate Director', 'Sr Principal Architect - Automation & Analytics']","['Jul 2019 - Present · 3 yrs 5 mos', 'Bengaluru Area, India', 'Jul 2018 - Jun 2019 · 1 yr', 'Bengaluru Area, India', 'Aug 2014 - Jun 2018 · 3 yrs 11 mos', 'Bengaluru Area, India']"
89,Tata Consultancy Services,['Assistant Consultant'],"['Nov 2007 - Sep 2013 · 5 yrs 11 mos', 'Mumbai Area, India']"
