profile_id_dummy,education_institute,degree_list
78,University of Strathclyde,"['PhD, Mathematical Biology', '1998 - 2001']"
78,Loughborough University,"['MSc, Mathematical Modelling for Industry', '1997 - 1998']"
78,Bangor University,"['BSc, Mathematics', '1994 - 1997']"
