profile_id_dummy,education_institute,degree_list
112,University of Southern California,"['Master of Science (MS), Computer Science', '2014 - 2015']"
112,Bengal College of Engineering and Technology,"['Bachelor of Technology (B.Tech.), Electronics and Commu', '2008 - 2012']"
