profile_id_dummy,company,positions,durations
13,Phenom,['Principal Data Scientist'],['Apr 2019 - Present · 3 yrs 8 mos']
13,SharpestMinds · Freelance,['Data Science Mentor'],['May 2020 - Present · 2 yrs 7 mos']
13,Ilya Goldin,['Consulting Data Scientist'],['2010 - Present · 12 yrs 11 mos']
13,2U,"['Director, Data Science']",['Dec 2015 - Feb 2019 · 3 yrs 3 mos']
13,Pearson Education,['Research Scientist'],['2013 - 2015 · 2 yrs']
