profile_id_dummy,education_institute,degree_list
108,Duke University,"['Doctor of Philosophy (PhD), Computer Science', '2006 - 2012']"
108,Dartmouth College,"['PhD Student, Computer Science', '2005 - 2006']"
108,University of Oklahoma,"['Master of Science (MS), Computer Science', '2004 - 2005']"
