profile_id_dummy,education_institute,degree_list
52,University of Wisconsin-Parkside,"['Master of Business Administration - MBA, Dual Concentration: Supply Chain Management / Data Analytics', '2021 - 2022']"
52,Georgia Institute of Technology,"['Master of Science - MS, Cybersecurity', '2019 - 2021']"
52,University of Wisconsin-Green Bay,"['Master of Science (MS), Data Science', '2016 - 2018']"
