profile_id_dummy,education_institute,degree_list
72,KTH Royal Institute of Technology,"['Ph.D.(Joint thesis), Theoretical and Computational Physics']"
72,Peking University,"['Ph.D  (Joint thesis), Theoretical and Computational Physics']"
72,Shandong University,"[""Bachelor's degree, Physics""]"
