profile_id_dummy,education_institute,degree_list
55,Stevens Institute of Technology,"['Masters in Financial Engineering, Finance', '2017 - 2018']"
55,Anna University,"[""Bachelor's degree, Electrical, Electronics and Communications Engineering"", '2009 - 2013']"
