profile_id_dummy,education_institute,degree_list
83,University of Illinois Urbana-Champaign,"[""Master's degree, Data science and analytics"", '2018 - 2020']"
83,Tongji University,"[""Bachelor's degree, Engineering/Industrial Management"", '2010 - 2014']"
83,Esade,"['Exchange Program', '2013 - 2013']"
