profile_id_dummy,education_institute,degree_list
22,Thiagarajar College of Engineering,"['Master of Computer Applications (MCA)', '2002 - 2005']"
22,SVN College Madurai,"['Bachelor of Science (B.Sc.), Mathematics', '1999 - 2002']"
22,"Sirumalar Girls Hr. Sec. School, Madurai",['1992 - 1999']
