profile_id_dummy,education_institute,degree_list
60,University of Michigan,"['Doctor of Philosophy (Ph.D.), Economics', '2009 - 2015']"
60,Bilkent University,"['Master of Arts (M.A.), Economics', '2007 - 2009']"
60,Bilkent University,"['Bachelor of Science (BS), Business Administration and Management, General', '2003 - 2007']"
