profile_id_dummy,education_institute,degree_list
69,University of Minnesota - Carlson School of Management,"['Master of Science - MS, Business Analytics', '2018 - 2019']"
69,"National Institute of Technology, Tiruchirappalli","['Bachelor of Technology - BTech, Mechanical Engineering', '2011 - 2015']"
