profile_id_dummy,education_institute,degree_list
37,International School of Engineering (INSOFE),"['Big Data Analytics and Optimization', '2017 - 2018']"
37,AMITY University Gurgaon,"['Master of Computer Applications (MCA), Computer Science', '2013 - 2016']"
37,Indira Gandhi National Open University,"['BCA, Computer Science', '2009 - 2012']"
