profile_id_dummy,education_institute,degree_list
44,Texas A&M University,"['PhD, Petroleum Engineering', '2009 - 2013']"
44,University of Tehran,"['Master of Science, Petroleum Engineering (Reservoir Engineering)', '2007 - 2009']"
44,Sharif University of Technology,"['Bachelor of Science, Petroleum Engineering', '2004 - 2007']"
