profile_id_dummy,education_institute,degree_list
43,INDIAN SCHOOL OF BUSINESS MANAGEMENT AND ADMINISTRATION,"['Master of Business Administration - MBA, Finance', '2007 - 2009']"
43,Anna University,"['B.E, Electrical, Electronics and Communications Engineering', '2002 - 2006']"
