profile_id_dummy,education_institute,degree_list
97,University of Cincinnati Carl H. Lindner College of Business,"['Master of Science - MS, Business Analytics', '2017 - 2018']"
97,"Indian Institute of Technology, Indore","['Bachelor of Technology (B.Tech.), Electrical Engineering', '2010 - 2014']"
