profile_id_dummy,education_institute,degree_list
96,New York University,"['Master of Science (M.S.), Data Science', '2014 - 2016']"
96,Brandeis University,"['Bachelor of Arts (B.A.), Economics and Mathematics', '2010 - 2014']"
