profile_id_dummy,education_institute,degree_list
2,Northcentral University,"['Doctor of Philosophy - PhD, Data Science Specialization, Minor in Machine Learning']"
2,The University of Iowa Tippie College of Business,"['MBA, Business Analytics', '2007']"
2,"Indian Institute of Technology, Bombay",['Operations Research']
