profile_id_dummy,education_institute,degree_list
40,San Jose State University,"[""Master's degree, Data Science"", '2018 - 2020']"
40,Guru Gobind Singh Indraprastha University,"['Bachelor of Technology (BTech), Computer Science', '2009 - 2013']"
40,"N C Jindal Public School, new delhi",['Science']
