profile_id_dummy,education_institute,degree_list
88,The University of Texas at Dallas,"['Master of Science - MS, Business Analytics', '2018 - 2020']"
88,Udacity,"['Machine Learning Engineer Nanodegree', '2020 - 2020']"
88,G H Patel College of Engineering & Technology,"['Bachelor of Engineering - BE, Electronics and Communication', '2009 - 2013']"
