profile_id_dummy,education_institute,degree_list
17,"Galvanize - Denver, Platte","['Data Science Immersive, Data Science Immersive', '2017 - 2017']"
17,Colorado State University,"['Doctor of Philosophy (Ph.D.), Biochemistry and Molecular Biology', '2008 - 2012']"
17,University of Arkansas,"['Bachelor’s Degree, Chemistry and Biochemistry', '2003 - 2007']"
